Probe Set Name	Description
ENSG00000011201_at	anosmin 1 [Source:HGNC Symbol;Acc:HGNC:6211]
ENSG00000011243_at	A-kinase anchoring protein 8 like [Source:HGNC Symbol;Acc:HGNC:29857]
ENSG00000011258_at	mbt domain containing 1 [Source:HGNC Symbol;Acc:HGNC:19866]
ENSG00000011260_at	UTP18, small subunit processome component [Source:HGNC Symbol;Acc:HGNC:24274]
ENSG00000011275_at	ring finger protein 216 [Source:HGNC Symbol;Acc:HGNC:21698]
ENSG00000011295_at	tetratricopeptide repeat domain 19 [Source:HGNC Symbol;Acc:HGNC:26006]
ENSG00000011304_at	polypyrimidine tract binding protein 1 [Source:HGNC Symbol;Acc:HGNC:9583]
ENSG00000011332_at	double PHD fingers 1 [Source:HGNC Symbol;Acc:HGNC:20225]
ENSG00000011347_at	synaptotagmin 7 [Source:HGNC Symbol;Acc:HGNC:11514]
ENSG00000011376_at	leucyl-tRNA synthetase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:17095]
ENSG00000011405_at	phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 alpha [Source:HGNC Symbol;Acc:HGNC:8971]
ENSG00000011422_at	plasminogen activator, urokinase receptor [Source:HGNC Symbol;Acc:HGNC:9053]
ENSG00000011426_at	anillin actin binding protein [Source:HGNC Symbol;Acc:HGNC:14082]
ENSG00000011451_at	widely interspaced zinc finger motifs [Source:HGNC Symbol;Acc:HGNC:30917]
ENSG00000011454_at	RAB GTPase activating protein 1 [Source:HGNC Symbol;Acc:HGNC:17155]
ENSG00000011465_at	decorin [Source:HGNC Symbol;Acc:HGNC:2705]
ENSG00000011478_at	glutaminyl-peptide cyclotransferase like [Source:HGNC Symbol;Acc:HGNC:25952]
ENSG00000011485_at	protein phosphatase 5 catalytic subunit [Source:HGNC Symbol;Acc:HGNC:9322]
ENSG00000011523_at	centrosomal protein 68 [Source:HGNC Symbol;Acc:HGNC:29076]
ENSG00000011566_at	mitogen-activated protein kinase kinase kinase kinase 3 [Source:HGNC Symbol;Acc:HGNC:6865]
ENSG00000011590_at	zinc finger and BTB domain containing 32 [Source:HGNC Symbol;Acc:HGNC:16763]
ENSG00000011600_at	TYRO protein tyrosine kinase binding protein [Source:HGNC Symbol;Acc:HGNC:12449]
ENSG00000011638_at	transmembrane protein 159 [Source:HGNC Symbol;Acc:HGNC:30136]
ENSG00000011677_at	gamma-aminobutyric acid type A receptor alpha3 subunit [Source:HGNC Symbol;Acc:HGNC:4077]
ENSG00000012048_at	BRCA1, DNA repair associated [Source:HGNC Symbol;Acc:HGNC:1100]
ENSG00000012061_at	ERCC excision repair 1, endonuclease non-catalytic subunit [Source:HGNC Symbol;Acc:HGNC:3433]
ENSG00000012124_at	CD22 molecule [Source:HGNC Symbol;Acc:HGNC:1643]
ENSG00000012171_at	semaphorin 3B [Source:HGNC Symbol;Acc:HGNC:10724]
ENSG00000012174_at	membrane bound transcription factor peptidase, site 2 [Source:HGNC Symbol;Acc:HGNC:15455]
ENSG00000012211_at	prickle planar cell polarity protein 3 [Source:HGNC Symbol;Acc:HGNC:6645]
ENSG00000012223_at	lactotransferrin [Source:HGNC Symbol;Acc:HGNC:6720]
ENSG00000012232_at	exostosin like glycosyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:3518]
ENSG00000012504_at	nuclear receptor subfamily 1 group H member 4 [Source:HGNC Symbol;Acc:HGNC:7967]
ENSG00000012660_at	ELOVL fatty acid elongase 5 [Source:HGNC Symbol;Acc:HGNC:21308]
ENSG00000012779_at	arachidonate 5-lipoxygenase [Source:HGNC Symbol;Acc:HGNC:435]
ENSG00000012817_at	lysine demethylase 5D [Source:HGNC Symbol;Acc:HGNC:11115]
ENSG00000012822_at	calcium binding and coiled-coil domain 1 [Source:HGNC Symbol;Acc:HGNC:29306]
ENSG00000012963_at	ubiquitin protein ligase E3 component n-recognin 7 (putative) [Source:HGNC Symbol;Acc:HGNC:20344]
ENSG00000012983_at	mitogen-activated protein kinase kinase kinase kinase 5 [Source:HGNC Symbol;Acc:HGNC:6867]
ENSG00000013016_at	EH domain containing 3 [Source:HGNC Symbol;Acc:HGNC:3244]
ENSG00000013275_at	proteasome 26S subunit, ATPase 4 [Source:HGNC Symbol;Acc:HGNC:9551]
ENSG00000013288_at	mannosidase alpha class 2B member 2 [Source:HGNC Symbol;Acc:HGNC:29623]
ENSG00000013293_at	solute carrier family 7 member 14 [Source:HGNC Symbol;Acc:HGNC:29326]
ENSG00000013306_at	solute carrier family 25 member 39 [Source:HGNC Symbol;Acc:HGNC:24279]
ENSG00000013364_at	major vault protein [Source:HGNC Symbol;Acc:HGNC:7531]
ENSG00000013374_at	negative regulator of ubiquitin like proteins 1 [Source:HGNC Symbol;Acc:HGNC:17623]
ENSG00000013375_at	phosphoglucomutase 3 [Source:HGNC Symbol;Acc:HGNC:8907]
ENSG00000013392_at	RWD domain containing 2A [Source:HGNC Symbol;Acc:HGNC:21385]
ENSG00000013441_at	CDC like kinase 1 [Source:HGNC Symbol;Acc:HGNC:2068]
ENSG00000013503_at	RNA polymerase III subunit B [Source:HGNC Symbol;Acc:HGNC:30348]
ENSG00000013523_at	angel homolog 1 [Source:HGNC Symbol;Acc:HGNC:19961]
ENSG00000013561_at	ring finger protein 14 [Source:HGNC Symbol;Acc:HGNC:10058]
ENSG00000013563_at	deoxyribonuclease 1 like 1 [Source:HGNC Symbol;Acc:HGNC:2957]
ENSG00000013573_at	DEAD/H-box helicase 11 [Source:HGNC Symbol;Acc:HGNC:2736]
ENSG00000013583_at	heme binding protein 1 [Source:HGNC Symbol;Acc:HGNC:17176]
ENSG00000013588_at	G protein-coupled receptor class C group 5 member A [Source:HGNC Symbol;Acc:HGNC:9836]
ENSG00000013619_at	mastermind like domain containing 1 [Source:HGNC Symbol;Acc:HGNC:2568]
ENSG00000013725_at	CD6 molecule [Source:HGNC Symbol;Acc:HGNC:1691]
ENSG00000013810_at	transforming acidic coiled-coil containing protein 3 [Source:HGNC Symbol;Acc:HGNC:11524]
ENSG00000014123_at	UFM1 specific ligase 1 [Source:HGNC Symbol;Acc:HGNC:23039]
ENSG00000014164_at	zinc finger CCCH-type containing 3 [Source:HGNC Symbol;Acc:HGNC:28972]
ENSG00000014216_at	calpain 1 [Source:HGNC Symbol;Acc:HGNC:1476]
ENSG00000014257_at	acid phosphatase, prostate [Source:HGNC Symbol;Acc:HGNC:125]
ENSG00000014641_at	malate dehydrogenase 1 [Source:HGNC Symbol;Acc:HGNC:6970]
ENSG00000014824_at	solute carrier family 30 member 9 [Source:HGNC Symbol;Acc:HGNC:1329]
ENSG00000014914_at	myotubularin related protein 11 [Source:HGNC Symbol;Acc:HGNC:24307]
ENSG00000015133_at	coiled-coil domain containing 88C [Source:HGNC Symbol;Acc:HGNC:19967]
ENSG00000015153_at	YY1 associated factor 2 [Source:HGNC Symbol;Acc:HGNC:17363]
ENSG00000015171_at	zinc finger MYND-type containing 11 [Source:HGNC Symbol;Acc:HGNC:16966]
ENSG00000015285_at	Wiskott-Aldrich syndrome [Source:HGNC Symbol;Acc:HGNC:12731]
ENSG00000015413_at	dipeptidase 1 [Source:HGNC Symbol;Acc:HGNC:3002]
ENSG00000015475_at	BH3 interacting domain death agonist [Source:HGNC Symbol;Acc:HGNC:1050]
ENSG00000015520_at	NPC1 like intracellular cholesterol transporter 1 [Source:HGNC Symbol;Acc:HGNC:7898]
ENSG00000015532_at	xylosyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:15517]
ENSG00000015592_at	stathmin 4 [Source:HGNC Symbol;Acc:HGNC:16078]
ENSG00000015676_at	NudC domain containing 3 [Source:HGNC Symbol;Acc:HGNC:22208]
ENSG00000016082_at	ISL LIM homeobox 1 [Source:HGNC Symbol;Acc:HGNC:6132]
ENSG00000016391_at	choline dehydrogenase [Source:HGNC Symbol;Acc:HGNC:24288]
ENSG00000016402_at	interleukin 20 receptor subunit alpha [Source:HGNC Symbol;Acc:HGNC:6003]
ENSG00000016490_at	chloride channel accessory 1 [Source:HGNC Symbol;Acc:HGNC:2015]
ENSG00000016602_at	chloride channel accessory 4 [Source:HGNC Symbol;Acc:HGNC:2018]
ENSG00000016864_at	glycosyltransferase 8 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:24870]
ENSG00000017260_at	ATPase secretory pathway Ca2+ transporting 1 [Source:HGNC Symbol;Acc:HGNC:13211]
ENSG00000017427_at	insulin like growth factor 1 [Source:HGNC Symbol;Acc:HGNC:5464]
ENSG00000017483_at	solute carrier family 38 member 5 [Source:HGNC Symbol;Acc:HGNC:18070]
ENSG00000017797_at	ralA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:9841]
ENSG00000018189_at	RUN and FYVE domain containing 3 [Source:HGNC Symbol;Acc:HGNC:30285]
ENSG00000018236_at	contactin 1 [Source:HGNC Symbol;Acc:HGNC:2171]
ENSG00000018280_at	solute carrier family 11 member 1 [Source:HGNC Symbol;Acc:HGNC:10907]
ENSG00000018408_at	WW domain containing transcription regulator 1 [Source:HGNC Symbol;Acc:HGNC:24042]
ENSG00000018510_at	alkylglycerone phosphate synthase [Source:HGNC Symbol;Acc:HGNC:327]
ENSG00000018610_at	chromosome X open reading frame 56 [Source:HGNC Symbol;Acc:HGNC:26239]
ENSG00000018625_at	ATPase Na+/K+ transporting subunit alpha 2 [Source:HGNC Symbol;Acc:HGNC:800]
ENSG00000018699_at	tetratricopeptide repeat domain 27 [Source:HGNC Symbol;Acc:HGNC:25986]
ENSG00000018869_at	zinc finger protein 582 [Source:HGNC Symbol;Acc:HGNC:26421]
ENSG00000019102_at	V-set and immunoglobulin domain containing 2 [Source:HGNC Symbol;Acc:HGNC:17149]
ENSG00000019144_at	pleckstrin homology like domain family B member 1 [Source:HGNC Symbol;Acc:HGNC:23697]
ENSG00000019169_at	macrophage receptor with collagenous structure [Source:HGNC Symbol;Acc:HGNC:6895]
ENSG00000019186_at	cytochrome P450 family 24 subfamily A member 1 [Source:HGNC Symbol;Acc:HGNC:2602]
ENSG00000019485_at	PR/SET domain 11 [Source:HGNC Symbol;Acc:HGNC:13996]
ENSG00000019505_at	synaptotagmin 13 [Source:HGNC Symbol;Acc:HGNC:14962]
ENSG00000019549_at	snail family transcriptional repressor 2 [Source:HGNC Symbol;Acc:HGNC:11094]
ENSG00000019582_at	CD74 molecule [Source:HGNC Symbol;Acc:HGNC:1697]
ENSG00000019991_at	hepatocyte growth factor [Source:HGNC Symbol;Acc:HGNC:4893]
ENSG00000019995_at	zinc finger RANBP2-type containing 1 [Source:HGNC Symbol;Acc:HGNC:18224]
ENSG00000020129_at	neurochondrin [Source:HGNC Symbol;Acc:HGNC:17597]
ENSG00000020181_at	adhesion G protein-coupled receptor A2 [Source:HGNC Symbol;Acc:HGNC:17849]
ENSG00000020256_at	ZFP64 zinc finger protein [Source:HGNC Symbol;Acc:HGNC:15940]
ENSG00000020577_at	sterile alpha motif domain containing 4A [Source:HGNC Symbol;Acc:HGNC:23023]
ENSG00000020633_at	runt related transcription factor 3 [Source:HGNC Symbol;Acc:HGNC:10473]
ENSG00000020922_at	MRE11 homolog, double strand break repair nuclease [Source:HGNC Symbol;Acc:HGNC:7230]
ENSG00000021300_at	pleckstrin homology domain containing B1 [Source:HGNC Symbol;Acc:HGNC:19079]
ENSG00000021355_at	serpin family B member 1 [Source:HGNC Symbol;Acc:HGNC:3311]
ENSG00000021461_at	cytochrome P450 family 3 subfamily A member 43 [Source:HGNC Symbol;Acc:HGNC:17450]
ENSG00000021488_at	solute carrier family 7 member 9 [Source:HGNC Symbol;Acc:HGNC:11067]
ENSG00000021574_at	spastin [Source:HGNC Symbol;Acc:HGNC:11233]
ENSG00000021645_at	neurexin 3 [Source:HGNC Symbol;Acc:HGNC:8010]
ENSG00000021762_at	oxysterol binding protein like 5 [Source:HGNC Symbol;Acc:HGNC:16392]
ENSG00000021776_at	aquarius intron-binding spliceosomal factor [Source:HGNC Symbol;Acc:HGNC:29513]
ENSG00000021826_at	carbamoyl-phosphate synthase 1 [Source:HGNC Symbol;Acc:HGNC:2323]
ENSG00000021852_at	complement C8 beta chain [Source:HGNC Symbol;Acc:HGNC:1353]
ENSG00000022267_at	four and a half LIM domains 1 [Source:HGNC Symbol;Acc:HGNC:3702]
ENSG00000022277_at	replication termination factor 2 [Source:HGNC Symbol;Acc:HGNC:15890]
ENSG00000022355_at	gamma-aminobutyric acid type A receptor alpha1 subunit [Source:HGNC Symbol;Acc:HGNC:4075]
ENSG00000022556_at	NLR family pyrin domain containing 2 [Source:HGNC Symbol;Acc:HGNC:22948]
ENSG00000022567_at	solute carrier family 45 member 4 [Source:HGNC Symbol;Acc:HGNC:29196]
ENSG00000022840_at	ring finger protein 10 [Source:HGNC Symbol;Acc:HGNC:10055]
ENSG00000022976_at	zinc finger protein 839 [Source:HGNC Symbol;Acc:HGNC:20345]
ENSG00000023041_at	zinc finger DHHC-type containing 6 [Source:HGNC Symbol;Acc:HGNC:19160]
ENSG00000023171_at	GRAM domain containing 1B [Source:HGNC Symbol;Acc:HGNC:29214]
ENSG00000023191_at	ribonuclease/angiogenin inhibitor 1 [Source:HGNC Symbol;Acc:HGNC:10074]
ENSG00000023228_at	NADH:ubiquinone oxidoreductase core subunit S1 [Source:HGNC Symbol;Acc:HGNC:7707]
ENSG00000023287_at	RB1 inducible coiled-coil 1 [Source:HGNC Symbol;Acc:HGNC:15574]
ENSG00000023318_at	endoplasmic reticulum protein 44 [Source:HGNC Symbol;Acc:HGNC:18311]
ENSG00000023330_at	5'-aminolevulinate synthase 1 [Source:HGNC Symbol;Acc:HGNC:396]
ENSG00000023445_at	baculoviral IAP repeat containing 3 [Source:HGNC Symbol;Acc:HGNC:591]
ENSG00000023516_at	A-kinase anchoring protein 11 [Source:HGNC Symbol;Acc:HGNC:369]
ENSG00000023572_at	glutaredoxin 2 [Source:HGNC Symbol;Acc:HGNC:16065]
ENSG00000023608_at	small nuclear RNA activating complex polypeptide 1 [Source:HGNC Symbol;Acc:HGNC:11134]
ENSG00000023697_at	deoxyribose-phosphate aldolase [Source:HGNC Symbol;Acc:HGNC:24269]
ENSG00000023734_at	serine/threonine kinase receptor associated protein [Source:HGNC Symbol;Acc:HGNC:30796]
ENSG00000023839_at	ATP binding cassette subfamily C member 2 [Source:HGNC Symbol;Acc:HGNC:53]
ENSG00000023892_at	DEF6, guanine nucleotide exchange factor [Source:HGNC Symbol;Acc:HGNC:2760]
ENSG00000023902_at	pleckstrin homology domain containing O1 [Source:HGNC Symbol;Acc:HGNC:24310]
ENSG00000023909_at	glutamate-cysteine ligase modifier subunit [Source:HGNC Symbol;Acc:HGNC:4312]
ENSG00000024048_at	ubiquitin protein ligase E3 component n-recognin 2 [Source:HGNC Symbol;Acc:HGNC:21289]
ENSG00000024422_at	EH domain containing 2 [Source:HGNC Symbol;Acc:HGNC:3243]
ENSG00000024526_at	DEP domain containing 1 [Source:HGNC Symbol;Acc:HGNC:22949]
ENSG00000024862_at	coiled-coil domain containing 28A [Source:HGNC Symbol;Acc:HGNC:21098]
ENSG00000025039_at	Ras related GTP binding D [Source:HGNC Symbol;Acc:HGNC:19903]
ENSG00000025156_at	heat shock transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:5225]
ENSG00000025293_at	PHD finger protein 20 [Source:HGNC Symbol;Acc:HGNC:16098]
ENSG00000025423_at	hydroxysteroid 17-beta dehydrogenase 6 [Source:HGNC Symbol;Acc:HGNC:23316]
ENSG00000025434_at	nuclear receptor subfamily 1 group H member 3 [Source:HGNC Symbol;Acc:HGNC:7966]
ENSG00000025708_at	thymidine phosphorylase [Source:HGNC Symbol;Acc:HGNC:3148]
ENSG00000025770_at	non-SMC condensin II complex subunit H2 [Source:HGNC Symbol;Acc:HGNC:25071]
ENSG00000025772_at	translocase of outer mitochondrial membrane 34 [Source:HGNC Symbol;Acc:HGNC:15746]
ENSG00000025796_at	SEC63 homolog, protein translocation regulator [Source:HGNC Symbol;Acc:HGNC:21082]
ENSG00000025800_at	karyopherin subunit alpha 6 [Source:HGNC Symbol;Acc:HGNC:6399]
ENSG00000026025_at	vimentin [Source:HGNC Symbol;Acc:HGNC:12692]
ENSG00000026103_at	Fas cell surface death receptor [Source:HGNC Symbol;Acc:HGNC:11920]
ENSG00000026508_at	CD44 molecule (Indian blood group) [Source:HGNC Symbol;Acc:HGNC:1681]
ENSG00000026559_at	potassium voltage-gated channel modifier subfamily G member 1 [Source:HGNC Symbol;Acc:HGNC:6248]
ENSG00000026652_at	1-acylglycerol-3-phosphate O-acyltransferase 4 [Source:HGNC Symbol;Acc:HGNC:20885]
ENSG00000026751_at	SLAM family member 7 [Source:HGNC Symbol;Acc:HGNC:21394]
ENSG00000026950_at	butyrophilin subfamily 3 member A1 [Source:HGNC Symbol;Acc:HGNC:1138]
ENSG00000027001_at	mitochondrial intermediate peptidase [Source:HGNC Symbol;Acc:HGNC:7104]
ENSG00000027075_at	protein kinase C eta [Source:HGNC Symbol;Acc:HGNC:9403]
ENSG00000027644_at	insulin receptor related receptor [Source:HGNC Symbol;Acc:HGNC:6093]
ENSG00000027697_at	interferon gamma receptor 1 [Source:HGNC Symbol;Acc:HGNC:5439]
ENSG00000027847_at	beta-1,4-galactosyltransferase 7 [Source:HGNC Symbol;Acc:HGNC:930]
ENSG00000027869_at	SH2 domain containing 2A [Source:HGNC Symbol;Acc:HGNC:10821]
ENSG00000028116_at	vaccinia related kinase 2 [Source:HGNC Symbol;Acc:HGNC:12719]
ENSG00000028137_at	TNF receptor superfamily member 1B [Source:HGNC Symbol;Acc:HGNC:11917]
ENSG00000028203_at	vezatin, adherens junctions transmembrane protein [Source:HGNC Symbol;Acc:HGNC:18258]
ENSG00000028277_at	POU class 2 homeobox 2 [Source:HGNC Symbol;Acc:HGNC:9213]
ENSG00000028310_at	bromodomain containing 9 [Source:HGNC Symbol;Acc:HGNC:25818]
ENSG00000028528_at	sorting nexin 1 [Source:HGNC Symbol;Acc:HGNC:11172]
ENSG00000028839_at	TATA-box binding protein like 1 [Source:HGNC Symbol;Acc:HGNC:11589]
ENSG00000029153_at	aryl hydrocarbon receptor nuclear translocator like 2 [Source:HGNC Symbol;Acc:HGNC:18984]
ENSG00000029363_at	BCL2 associated transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:16863]
ENSG00000029364_at	solute carrier family 39 member 9 [Source:HGNC Symbol;Acc:HGNC:20182]
ENSG00000029534_at	ankyrin 1 [Source:HGNC Symbol;Acc:HGNC:492]
ENSG00000029559_at	integrin binding sialoprotein [Source:HGNC Symbol;Acc:HGNC:5341]
ENSG00000029639_at	transcription factor B1, mitochondrial [Source:HGNC Symbol;Acc:HGNC:17037]
ENSG00000029725_at	rabaptin, RAB GTPase binding effector protein 1 [Source:HGNC Symbol;Acc:HGNC:17677]
ENSG00000029993_at	high mobility group box 3 [Source:HGNC Symbol;Acc:HGNC:5004]
ENSG00000030066_at	nucleoporin 160 [Source:HGNC Symbol;Acc:HGNC:18017]
ENSG00000030304_at	muscle associated receptor tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:7525]
ENSG00000030582_at	granulin precursor [Source:HGNC Symbol;Acc:HGNC:4601]
ENSG00000031003_at	family with sequence similarity 13 member B [Source:HGNC Symbol;Acc:HGNC:1335]
ENSG00000031081_at	Rho GTPase activating protein 31 [Source:HGNC Symbol;Acc:HGNC:29216]
ENSG00000031691_at	centromere protein Q [Source:HGNC Symbol;Acc:HGNC:21347]
ENSG00000031698_at	seryl-tRNA synthetase [Source:HGNC Symbol;Acc:HGNC:10537]
ENSG00000031823_at	RAN binding protein 3 [Source:HGNC Symbol;Acc:HGNC:9850]
ENSG00000032219_at	AT-rich interaction domain 4A [Source:HGNC Symbol;Acc:HGNC:9885]
ENSG00000032389_at	EARP complex and GARP complex interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:12383]
ENSG00000032444_at	patatin like phospholipase domain containing 6 [Source:HGNC Symbol;Acc:HGNC:16268]
ENSG00000032742_at	intraflagellar transport 88 [Source:HGNC Symbol;Acc:HGNC:20606]
ENSG00000033011_at	ALG1, chitobiosyldiphosphodolichol beta-mannosyltransferase [Source:HGNC Symbol;Acc:HGNC:18294]
ENSG00000033030_at	zinc finger CCHC-type containing 8 [Source:HGNC Symbol;Acc:HGNC:25265]
ENSG00000033100_at	chondroitin polymerizing factor 2 [Source:HGNC Symbol;Acc:HGNC:29270]
ENSG00000033122_at	leucine rich repeat containing 7 [Source:HGNC Symbol;Acc:HGNC:18531]
ENSG00000033170_at	fucosyltransferase 8 [Source:HGNC Symbol;Acc:HGNC:4019]
ENSG00000033178_at	ubiquitin like modifier activating enzyme 6 [Source:HGNC Symbol;Acc:HGNC:25581]
ENSG00000033327_at	GRB2 associated binding protein 2 [Source:HGNC Symbol;Acc:HGNC:14458]
ENSG00000033627_at	ATPase H+ transporting V0 subunit a1 [Source:HGNC Symbol;Acc:HGNC:865]
ENSG00000033800_at	protein inhibitor of activated STAT 1 [Source:HGNC Symbol;Acc:HGNC:2752]
ENSG00000033867_at	solute carrier family 4 member 7 [Source:HGNC Symbol;Acc:HGNC:11033]
ENSG00000034053_at	amyloid beta precursor protein binding family A member 2 [Source:HGNC Symbol;Acc:HGNC:579]
ENSG00000034152_at	mitogen-activated protein kinase kinase 3 [Source:HGNC Symbol;Acc:HGNC:6843]
ENSG00000034239_at	EF-hand calcium binding domain 1 [Source:HGNC Symbol;Acc:HGNC:25678]
ENSG00000034510_at	thymosin beta 10 [Source:HGNC Symbol;Acc:HGNC:11879]
ENSG00000034533_at	asteroid homolog 1 [Source:HGNC Symbol;Acc:HGNC:25021]
ENSG00000034677_at	ring finger protein 19A, RBR E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:HGNC:13432]
ENSG00000034693_at	peroxisomal biogenesis factor 3 [Source:HGNC Symbol;Acc:HGNC:8858]
ENSG00000034713_at	GABA type A receptor associated protein like 2 [Source:HGNC Symbol;Acc:HGNC:13291]
ENSG00000034971_at	myocilin [Source:HGNC Symbol;Acc:HGNC:7610]
ENSG00000035115_at	SH3 and SYLF domain containing 1 [Source:HGNC Symbol;Acc:HGNC:29546]
ENSG00000035141_at	family with sequence similarity 136 member A [Source:HGNC Symbol;Acc:HGNC:25911]
ENSG00000035403_at	vinculin [Source:HGNC Symbol;Acc:HGNC:12665]
ENSG00000035499_at	DEP domain containing 1B [Source:HGNC Symbol;Acc:HGNC:24902]
ENSG00000035664_at	death associated protein kinase 2 [Source:HGNC Symbol;Acc:HGNC:2675]
ENSG00000035681_at	neutral sphingomyelinase activation associated factor [Source:HGNC Symbol;Acc:HGNC:8017]
ENSG00000035687_at	adenylosuccinate synthase [Source:HGNC Symbol;Acc:HGNC:292]
ENSG00000035720_at	signal transducing adaptor family member 1 [Source:HGNC Symbol;Acc:HGNC:24133]
ENSG00000035862_at	TIMP metallopeptidase inhibitor 2 [Source:HGNC Symbol;Acc:HGNC:11821]
ENSG00000035928_at	replication factor C subunit 1 [Source:HGNC Symbol;Acc:HGNC:9969]
ENSG00000036054_at	TBC1 domain family member 23 [Source:HGNC Symbol;Acc:HGNC:25622]
ENSG00000036257_at	cullin 3 [Source:HGNC Symbol;Acc:HGNC:2553]
ENSG00000036448_at	myomesin 2 [Source:HGNC Symbol;Acc:HGNC:7614]
ENSG00000036530_at	cytochrome P450 family 46 subfamily A member 1 [Source:HGNC Symbol;Acc:HGNC:2641]
ENSG00000036549_at	zinc finger ZZ-type containing 3 [Source:NCBI gene;Acc:26009]
ENSG00000036565_at	solute carrier family 18 member A1 [Source:HGNC Symbol;Acc:HGNC:10934]
ENSG00000036672_at	ubiquitin specific peptidase 2 [Source:HGNC Symbol;Acc:HGNC:12618]
ENSG00000036828_at	calcium sensing receptor [Source:HGNC Symbol;Acc:HGNC:1514]
ENSG00000037042_at	tubulin gamma 2 [Source:HGNC Symbol;Acc:HGNC:12419]
ENSG00000037280_at	fms related tyrosine kinase 4 [Source:HGNC Symbol;Acc:HGNC:3767]
ENSG00000037474_at	NOP2/Sun RNA methyltransferase family member 2 [Source:HGNC Symbol;Acc:HGNC:25994]
ENSG00000037637_at	F-box protein 42 [Source:HGNC Symbol;Acc:HGNC:29249]
ENSG00000037749_at	microfibril associated protein 3 [Source:HGNC Symbol;Acc:HGNC:7034]
ENSG00000037757_at	methylthioribose-1-phosphate isomerase 1 [Source:HGNC Symbol;Acc:HGNC:28469]
ENSG00000037897_at	methyltransferase like 1 [Source:HGNC Symbol;Acc:HGNC:7030]
ENSG00000038002_at	aspartylglucosaminidase [Source:HGNC Symbol;Acc:HGNC:318]
